,type,team_id,current_name
0,creat,87,Форум
1,tech,209,Команда Коваленко
2,stab,416,Потанинцы
3,tech,587,Лекционный зал №1
4,tech,767,Томатный сок
5,tech,928,ОМ
6,stab,1068,СМЕНА
7,unst,1223,Ва-банк
8,tech,2040,Три Икса
9,creat,2298,Макароны под плинтусом
10,unst,2318,Алтын Асыр
11,tech,2842,Корпорация монстров
12,tech,3717,Пинта
13,tech,3848,Felidae
14,tech,3880,Ан-Ти
15,tech,4622,Спонсора.net
16,tech,4851,Отнюдь
17,tech,4854,Какая разница?
18,tech,5075,Somebody
19,creat,5350,Импульс
20,tech,5567,ТОСТ
21,stab,5591,КЕБиК
22,tech,6426,Гвоздь
23,stab,6432,Зима далеко!
24,tech,6481,Симулируем сарказм
25,unst,6790,Тёмный лес
26,tech,6874,Церебрум
27,unst,6908,Команда имени Великого Шушпанчика
28,stab,7252,Разные люди
29,creat,7602,Хоранард
30,tech,7894,Мыс Li
31,unst,7904,Балаган леммингов
32,tech,7987,Арсенал
33,stab,8357,Монахи
34,tech,8865,Политех
35,unst,26712,Пятёрочка
36,stab,26750,Palata NN
37,stab,27190,Эксгумация
38,tech,28103,Бодрячком
39,tech,28474,Сфинкс
40,weak,33921,Солнышко
41,tech,35826,18+
42,stab,37671,Wasabi
43,stab,37690,Вперёд
44,tech,38723,XXX
45,tech,39152,На своей волне
46,tech,39427,Из Ахтырки с любовью
47,tech,40086,Oldschool
48,tech,40348,Горячие головы
49,tech,41420,Скидельские бураки
50,unst,41853,Синтагма
51,creat,42045,Папирус
52,tech,42098,Хрящик Пандоры
53,unst,42100,Резко континентальные
54,tech,42509,Альтаир
55,tech,42538,Волшебные звёзды 7
56,stab,42781,Точка невозврата
57,tech,42822,Fossores
58,tech,43002,Опережая мысли
59,tech,43127,Green street
60,stab,43508,Нео
61,creat,43948,СК+
62,tech,44107,Триумфальная лапка
63,tech,44611,Milkis
64,tech,45409,Сельдь
65,unst,45470,МГТУ - Лёлик-Эболик
66,tech,45473,Neotoma
67,tech,45504,Есть план
68,tech,45521,Радио Маяк
69,creat,45648,NZT
70,stab,45807,Тайна перевала котика с боку на бок
71,tech,46319,Квазар
72,tech,46503,Спрячьте своих сыновей!
73,tech,46897,Карл Дитрих
74,unst,47064,План Б
75,tech,47306,Quizofrenics
76,tech,48095,Жадный лисёнок
77,unst,48347,Дичайший гриб судьбы
78,unst,48361,Мы подумаем
79,unst,48364,Кот Эпидот
80,tech,48387,Госпиталь Святого Локи
81,tech,48535,Многосольные огурчики
82,creat,48728,11+
83,tech,48985,Роза ветров
84,weak,49552,Нулевые
85,tech,49682,Силовой элемент бампера
86,unst,49706,Шестое чувство
87,tech,49814,Конские хулахупы
88,tech,50674,Самопровозглашённые самозванцы
89,tech,50676,Понаехали
90,creat,50747,Это вам не это
91,tech,50905,Крамбамбуля
92,tech,51069,Трудовые резервы
93,stab,51249,Два пальца в нёбо
94,unst,51253,Жмурки
95,creat,51260,Декрет о небе
96,tech,51286,Бетономешалка
97,unst,51451,Овечка в доле
98,tech,51471,BBQ in the Park
99,tech,51484,Палка-отвечалка
100,unst,51488,Чеширский Кот
101,tech,51560,Здесь был этот русский
102,unst,51574,Всё по-русски
103,tech,51716,Единая империя
104,tech,51734,Отжал сандали
105,unst,51995,Кто там
106,tech,51996,Немного математиков
107,tech,52023,КЛТНН
108,stab,52199,Wallocean
109,stab,52327,Северный рывок
110,unst,52414,Not Slytherin!
111,tech,52423,Теория большого взрыва
112,stab,52432,Рандомм
113,tech,52494,Зелёный изюм
114,tech,52703,Азазелло
115,stab,52940,Неестественный отбор
116,tech,53022,Солянка
117,tech,53077,Альфа
118,unst,53194,Эмуна
119,tech,53341,Парадные ватники
120,weak,53392,Тайконавты
121,tech,53485,МТС
122,tech,53685,Ультиматим
123,tech,53702,Ежа сборная
124,stab,53707,Мы не знаем
125,tech,53718,"3,5 идеи"
126,weak,53770,Внуки Эйнштейна
127,stab,53810,Однако
128,creat,54094,Активная зона Удомля
129,stab,54207,Академическая задолбанность
130,unst,54238,Божественная длань
131,tech,54266,Минута молчания
132,stab,54470,Иллюминаты
133,unst,54719,Самая мякотка
134,stab,54740,Мурлыканье моржей
135,stab,54741,Имени меня
136,creat,54744,"Вай, красивый грустный олень!"
137,stab,54861,Сборная Ставропольского края
138,tech,54880,Неслучайные люди
139,creat,54889,Аннигиляция
140,unst,55228,Сборная северодвинского парашютного клуба
141,stab,55250,Пять с половиной
142,tech,55270,МГТУ - Легионеры
143,tech,55283,Выходная мощность
144,unst,55302,86-е мартобря
145,creat,55384,Гарри Поттер - зло
146,creat,55416,Сами с усами
147,weak,55429,Эврика
148,weak,55451,19+
149,creat,55545,Татарский синдром
150,stab,55674,Один в поле не Гретцки
151,stab,55708,Memento Dory
152,tech,55735,Горняки
153,tech,55924,Мятый всадник Апокалипсиса
154,unst,55957,Smart
155,stab,56015,Да кому нужно это название
156,creat,56089,Фосфор
157,tech,56125,Ареола
158,tech,56411,Перфокарта-палимпсест
159,tech,56747,Скоро
160,weak,56829,Кемики
161,weak,56940,Динамика
162,tech,57003,1991
163,tech,57099,Агата в кресле
164,stab,57127,Эвтаназия
165,tech,57211,ТТТ
166,tech,57213,Маленький цифровой ревербератор
167,tech,57214,Пик Балмера
168,creat,57307,Дети Альцгеймера
169,stab,57337,Карфур семи дорог
170,stab,57389,Огонёк
171,creat,57531,Слоники Ганнибала
172,tech,57593,DV
