,type,team_id,current_name
0,creat,4109,Первая сборная
1,unst,5654,Что сказать?
2,creat,5668,Радиан+
3,stab,7710,Не забуду танковую школу
4,unst,8809,Испанская инквизиция
5,tech,26712,Пятёрочка
6,tech,27206,Сборная Черногории
7,tech,27513,Взрыв на шоколадной фабрике
8,creat,28159,Вкусно и хорошо
9,tech,28599,Такие дела
10,stab,37558,Копыта
11,unst,37760,Слон потрогает тебя
12,tech,38404,Любимая команда моей мамы
13,unst,40047,Умляут
14,creat,40157,Поэты и П
15,stab,40195,White and nerdy
16,creat,40211,Старый Добрый Гусь
17,stab,40456,Volgograd United
18,stab,40875,"Хоп, носорог"
19,stab,42167,Шесть пик
20,stab,42485,Бредберём
21,tech,42497,Масло
22,unst,42534,Поребрик
23,tech,42538,Волшебные звёзды 7
24,unst,42699,Дипси кочегарного континуума
25,tech,42722,Ум-до-дыр
26,tech,43261,Ленин-Терминатор
27,stab,43945,Карниз досады
28,stab,44055,Шутка с бородой
29,stab,44198,Интеграл с разбега
30,tech,45361,Педальный космолёт
31,tech,45432,Трактор в поле тр-тр-тр
32,creat,45438,Вомбат-Осквернитель
33,tech,45441,Иуда Прокариот
34,creat,45449,Полон рот карандашей
35,tech,45467,Пумбы-тащумбы
36,stab,45547,Асе
37,creat,45585,Кровлю Кромвеля снесло
38,stab,45885,Ахиллесова пита
39,stab,46573,Мятый элемент
40,unst,47228,Челюсть питекантропа
41,creat,48081,Sortasidra
42,stab,48118,Джойс Дивижн
43,tech,48131,Зелёный столик
44,stab,48363,Двойное дно
45,tech,48417,Корабль Тесея
46,tech,48448,Камамбер
47,tech,48473,Воинствующие БезЗОЖники
48,tech,48568,Уруру внутри тебя
49,stab,48570,To Markos III
50,creat,48583,Цветы
51,stab,50860,Сборная Липецка
52,tech,51520,Она нас
