,type,team_id,current_name
0,creat,47,Снарк
1,tech,2040,Три Икса
2,tech,39018,Вова и медведь
3,creat,42100,Резко континентальные
4,stab,45174,София
5,tech,45560,Тропик Рака
6,tech,46099,Команда Дмитрия Слоуща
7,stab,46440,Макгаффин храпит дважды
8,creat,47075,Оператор Дамблдора
9,stab,48502,Сучья
10,unst,48913,Асфальтированные бозоны
11,creat,49682,Силовой элемент бампера
12,tech,50386,Fight Club
13,weak,50747,Это вам не это
14,unst,50934,50934
15,tech,51461,Корпрусариум on tour
16,tech,53088,Рыболюди
17,weak,53707,Мы не знаем
18,tech,55270,МГТУ - Легионеры
19,tech,56081,Глеб Шишкин
20,stab,56156,Маршрутка до Ётунхейма
21,creat,56617,Какая-то команда
22,creat,57404,Невыносимая лёгкость видеть в банане банан
23,weak,57900,Kunteynir
24,tech,58077,Команда Бората Сагдиева
25,tech,58081,"Трое в лодке, не считая ещё трёх"
26,tech,59437,Муугли
27,stab,59453,Альфа-тунец
