,type,team_id,current_name
0,stab,3156,Команда Антона Мигая
1,creat,4032,X-promt
2,tech,4174,Центровые
3,tech,5366,23 красное
4,stab,5517,Non-Sense
5,tech,6790,Тёмный лес
6,tech,7710,Не забуду танковую школу
7,tech,8424,Виталия
8,tech,26660,Лыжню!
9,tech,27610,Абырвалг
10,tech,28103,Бодрячком
11,stab,38693,Аркашина каша
12,tech,39152,Третий круг
13,tech,40026,ЛУК
14,unst,40916,Мне нравится
15,tech,41047,Комочки в кефире
16,tech,41269,Сборная КХТИ на минималках
17,tech,43261,Дибала попроще
18,tech,43850,Априори
19,tech,43945,Большой русский Босх
20,tech,44079,Команда
21,tech,44167,Felix Felicis
22,unst,44533,Alterego
23,tech,44830,Клуб арахнологов
24,tech,45409,Сельдь
25,tech,45438,Верный вомбат
26,tech,45470,МГТУ - Мотыга
27,stab,45493,Безграничная гладь кота
28,unst,45495,Винный Средний
29,stab,45504,Есть план
30,tech,45993,Древо
31,tech,45996,Эвфемизмы
32,tech,45997,МС
33,tech,46022,Пятница
34,tech,46607,Борщ
35,creat,46627,Починяем примус
36,tech,46686,Совет филят
37,tech,46770,Ментовские войны
38,unst,48123,CeS
39,stab,48124,Hangover
40,tech,48364,Кот Эпидот
41,tech,48455,Talk-n-text
42,unst,48502,Боль
43,tech,48504,УСБ
44,stab,48529,Наш выбор
45,stab,48598,Кот Шрёдингера
46,tech,48636,Бредоносец Котейкин
47,tech,48639,ОгоГоголь
48,tech,48762,Но это не точно
49,stab,48871,Красные рассветы
50,tech,48985,Роза ветров
51,tech,48997,Уэллс Фарго
52,unst,49146,28 тысяч белок
53,stab,49389,Медный KappaRoss
54,tech,49474,УлГТУ
55,tech,49515,Бремя ответа
56,stab,49540,The lone ranger
57,tech,49984,Божоле нуво
58,unst,50056,Дети капитана Канта
59,tech,50792,Хайзенберг
60,tech,50896,Принцип неопределённости
61,tech,51212,Полный Политех
62,tech,51253,Жмурки
63,tech,51493,Олимпийский Краб
64,stab,51547,БГТУ - Машина Тьюринга
65,unst,51584,МГТУ - Зов сов
66,tech,51632,Петергофская мыловарня имени Тайлера Дёрдена
67,tech,51671,Скандинавы-динозавры
68,tech,51677,All-In
69,creat,51680,Синдикат злых оборотней
70,stab,51710,Пиксели
71,tech,51722,Эстонский Воскрес
72,tech,51777,Учись упорно
73,unst,51826,Руссо юристо
74,tech,51987,Побег из шоу Трумана
75,creat,52023,Что-то там с вешалкой
76,tech,52143,Дальше уже
77,tech,52175,Сборная Вышки
78,tech,52176,Средняя школа экономики
79,creat,52183,Кто быстрей
80,stab,52327,Северный рывок
81,tech,52662,Чуть выше плинтуса
82,creat,52772,12 коленей
83,tech,52940,Неестественный отбор
84,unst,52961,"Светочка, давай!"
85,tech,52962,ФрикАделька
86,tech,52999,Сборная солянка
87,unst,53075,ВНИИА
88,tech,53099,Гарри Поттер и Кубок Ректора
89,weak,53304,Колгород
90,stab,53341,Парадные ватники
91,stab,53496,Бамболейо
92,tech,53577,Корону поправь!
93,stab,53768,Сонные спартанцы
94,unst,53835,Pro crastinus
95,unst,54061,Призрак опера
96,tech,54064,Лиллехэй
97,stab,54200,Орден Феникс ин э шрауд
98,tech,54362,Бекон Бэкона
99,tech,54414,Люмос
100,tech,54470,Иллюминаты
101,stab,54718,Тяжёлый случай
102,tech,54781,Капитан Кто
103,tech,54933,Дети Йети
104,tech,54934,Набор букв
105,tech,55282,Команда памяти сгоревшего сентября
106,tech,55321,БутерБродский
107,tech,55336,Zzyzx Rd.
108,stab,55489,Моя любимая команда
109,tech,55526,Ор переменной национальности
110,tech,55585,Сосиска в тесте Тьюринга
111,unst,55588,Всё летит в гнездо
112,tech,55606,Искусство ухода
113,tech,55647,Доктор ВОМ
114,stab,55692,Refre 6
115,stab,55708,Memento Dory
116,stab,55741,Alma vue
117,unst,55782,Котятки
118,unst,55836,Доктор Август
119,tech,55924,Мятый всадник Апокалипсиса
120,unst,56018,ВШЭстером
121,tech,56031,Е2Е4
122,tech,56072,Алинкин парк
123,creat,56089,Фосфор
124,tech,56115,Команда им. П. П. Рябушинского
125,tech,56167,Alfa Teamo
126,unst,56211,Невыносимая лёгкость ЧГК
127,stab,56258,Синдром неопределенности
128,tech,56307,Буцефал
129,stab,56350,Сказочный дон Таёб
130,tech,56373,Кубалибра
131,stab,56406,Обычная команда
132,tech,56423,Всем всё равно
133,stab,56747,Скоро
134,tech,57099,Агата в кресле
135,tech,57245,Цыплёнок
136,tech,57351,Вне зачёта
137,tech,57483,Holy cats
138,tech,57732,Не наш пакет
139,stab,57744,От неудачи к неудаче
140,tech,58079,Парвати
141,weak,58164,Название 2
142,tech,58222,Узнать за 60 секунд
143,tech,58461,Фонд борьбы с Конфуцием
