,type,team_id,current_name
0,tech,408,Логос-Альфа
1,tech,575,Летающий цирк
2,tech,2040,Три Икса
3,unst,2096,Автопилот
4,unst,3166,Понты Пилата
5,tech,3630,Alter orbis
6,tech,4957,Особое мнение
7,tech,6432,Зима далеко!
8,unst,6513,Terra Incognita
9,unst,6790,Тёмный лес
10,tech,7931,Лимонад
11,creat,7973,Родео
12,tech,8632,Феникс
13,tech,27285,Команда имени Фета
14,unst,28103,Бодрячком
15,creat,38348,Шанхайфский барс
16,stab,38722,Хайвмайнд
17,tech,42538,Волшебные звёзды 7
18,unst,44212,Зелёный индийский
19,stab,44830,Клуб арахнологов
20,tech,45470,МГТУ - Мотыга
21,unst,47297,МГТУ - Микст
22,creat,48277,Недовольные каменщики
23,stab,48871,Красные рассветы
24,stab,48985,Роза ветров
25,tech,49814,Леонардо
26,tech,49876,Plyushchikha Grand Deluxe
27,tech,50000,Алые паруса
28,tech,51249,Два пальца в нёбо
29,unst,51253,Жмурки
30,creat,51600,Лидсингер дома и в гостях
31,unst,51654,РЛМ
32,unst,51734,Отжал сандали
33,stab,51871,Джоули Робертс
34,unst,52023,КЛТНН
35,tech,52999,Сборная солянка
36,tech,53185,Сербский мультфильм
37,creat,53194,Эмуна
38,creat,53714,Постмодернистское название
39,stab,53896,Квадратный чёрный стол
40,unst,54613,Зненацька
41,tech,54663,Активная протоплазма
42,tech,54884,Лама
43,tech,54889,Аннигиляция
44,stab,54996,Духи съеденных устриц
45,tech,55133,Сборная Кайнозоя
46,creat,55270,МГТУ - Легионеры
47,stab,55375,Tulechka
48,weak,55995,Карл
49,tech,56013,Совята
50,stab,56584,Ситро
51,creat,57024,Вжух
52,weak,57089,Шиха-Крю
53,tech,57354,Белки летяги
54,tech,57404,Невыносимая лёгкость
55,stab,57531,Слоники Ганнибала
56,tech,57910,Игры разума
57,stab,57915,Кольца кальмара
58,tech,58339,Мрак твоих глаз
59,stab,58397,Чёрное золото
60,tech,58572,Чук и Гек
61,tech,58832,Пегги и дудочник
62,tech,58865,Cherchez la Panda
63,weak,59016,"Ну, погоди!"
64,tech,59082,Терпение и труд всё
65,stab,59166,Боб в марле
66,tech,59683,Форс-мажоры
67,tech,59751,Старик и мойры
68,creat,60084,Помо и Ко
69,weak,60330,Ню
70,tech,61496,Клюевы дети
71,stab,61664,Вроде бы
72,creat,61734,Ломом подпоясанные
73,stab,61771,Полтора землекопа
74,tech,61794,Тройничок
75,tech,61796,Девушка с жемчужным ожирением
76,unst,61797,Медленный Хью Лори
77,tech,61800,Слезы Черчилля
78,creat,61801,Напишет психиатр
79,creat,61807,Blitzmerker
80,stab,61808,Разрыв шестой струны
81,weak,61809,Срамота
82,weak,61818,One dove one love
83,stab,61819,Пень баобаба
