,type,team_id,current_name
0,tech,26,ЛКИ
1,unst,167,Опухлики
2,unst,168,Сборная Кирибати
3,stab,172,Electronic wife
4,creat,209,Команда Коваленко
5,creat,222,Химера
6,creat,270,Синоп
7,creat,336,Чудо в перьях
8,unst,407,Тачанка
9,unst,497,Тайга
10,tech,670,Ксеп
11,stab,1397,Ла Скала
12,tech,1681,Джокер
13,creat,1841,Ноев ковчег
14,creat,1948,Doom-Doom
15,unst,2298,Макароны под плинтусом
16,tech,3054,Лимпопо
17,unst,3133,Механизм реакции
18,creat,3213,Дикие бозоны Хиггса
19,tech,3269,Всё дело в перце
20,creat,3951,Eclipse
21,stab,3960,Концептуальный респект
22,stab,4952,Бес капитанов
23,creat,5170,Бриз-88
24,stab,5708,Второй фронт
25,creat,7544,ТПРУНЯ
26,unst,26834,42
27,creat,27171,Белый шум
28,tech,27177,Призраки Коши
29,creat,27269,Анабасис-вектор
30,unst,27568,Ergo bibamus
31,weak,28136,Кошкин Ёт
32,stab,28332,Попытка не пытка
33,stab,38429,Команда пьёт
34,stab,39307,Сборная ЮВП
35,stab,39899,Чорный пластелин
36,weak,42148,Бригантина
37,creat,42178,Неопровержимые улитки
38,stab,43521,Сперва добейся
39,stab,44695,Вена рок-басиста
40,creat,44993,Перелётный кабак
41,unst,45349,Полосатая неясыть
42,unst,45367,Гвардия
43,stab,45551,Станочницы
44,weak,47278,Шерлок Холмс
45,creat,47279,У-фина
