,type,team_id,current_name
0,creat,299,Команда Гусейнова
1,creat,640,Перезагрузка
2,tech,642,Кипарис
3,creat,662,El dorado
4,unst,1223,Ва-банк
5,creat,2416,Ромашка
6,tech,2462,Мы
7,tech,3166,Понты Пилата
8,stab,3465,Команда Алхазова
9,weak,4621,Ливония
10,tech,5842,КиПЛ
11,tech,38145,Каспий
12,tech,38993,V for Vinishko
13,unst,42100,Резко континентальные
14,weak,42364,Зенит
15,tech,45599,Jazz
16,weak,47005,Бонобо
17,weak,48593,Giper-Turbo
18,weak,48869,"2,5 человека"
19,tech,51253,Жмурки
20,tech,52701,Сборная ВКЛ
21,tech,53052,Эрликон
22,creat,53485,МТС
23,weak,58077,Команда Бората Сагдиева
24,tech,58478,Quantum
25,tech,59456,Опять двойка
26,weak,59715,Команда Айзады Токтогуловой
27,tech,60840,Chgk online
