,type,team_id,current_name
0,tech,4109,Первая сборная
1,unst,7710,Не забуду танковую школу
2,creat,26712,Пятёрочка
3,stab,27513,Взрыв на шоколадной фабрике
4,stab,28159,Вкусно и хорошо
5,tech,37558,Копыта
6,tech,37760,Слон потрогает тебя
7,tech,40024,Левиафан
8,tech,40195,White and nerdy
9,stab,40875,"Хоп, носорог"
10,tech,41270,Зарин-Заман
11,unst,41578,Флуд
12,stab,42167,Клоуны Филиппа Кузьмина
13,tech,42492,АЕ
14,unst,42534,Поребрик
15,creat,42538,Волшебные звёзды 7
16,stab,42601,La Resistance
17,stab,42699,Фаза обратного развития
18,stab,42722,Ум-до-дыр
19,tech,43726,Белка-Бродяга
20,creat,43945,Карниз досады
21,unst,44198,Интеграл с разбега
22,stab,44784,ЛЭТ Ит би
23,stab,44830,Клуб арахнологов
24,tech,45432,Трактор в поле тр-тр-тр
25,tech,45438,Вомбат-распушитель
26,creat,45449,Полон рот карандашей
27,stab,45611,Сову в студию
28,unst,46550,Ханаанский бальзам
29,creat,46573,Мятый элемент
30,tech,46916,Игугундер
31,creat,47228,Челюсть питекантропа
32,tech,48081,Sortasidra
33,tech,48118,Джойс Дивижн
34,creat,48123,CeS
35,creat,48363,Двойное дно
36,creat,48448,Камамбер
37,stab,48488,Costa
38,stab,48502,Сучья
39,unst,48583,Цветы
40,stab,49515,Бремя ответа
41,tech,50516,Маникюр для Нагльфара
42,stab,50707,Почтальона драндулет
43,unst,51339,Панкрок
44,unst,51429,Гаутама будет
45,unst,51433,Лосось сомнения
46,tech,51462,Триумфальная мамка
47,stab,51484,Палка-отвечалка
48,tech,51560,Здесь был этот русский
49,tech,51633,U2
50,unst,51666,"Et tu, Boruto?"
51,stab,51675,Самые-самые умные тут
52,creat,52023,КЛТНН
53,unst,52726,Сборная Тюмени
54,tech,53100,Пять невест ефрейтора Анцупова
55,stab,54061,Призрак опера
56,creat,54133,Баобабы ждут мужчин
57,creat,54696,Какие же тут бурные воды
58,unst,55307,За секунду до
