,type,team_id,current_name
0,stab,308,Номер 6
1,stab,3639,Захидный полюс
2,tech,4130,Как-то так
3,creat,38682,Ведуны
4,stab,43456,Donkey Hot
5,stab,45367,Sayonara Boy 2049
6,tech,54043,100 миллиметров одиночества
7,tech,56078,Большие люди
8,stab,56081,Глеб Шишкин
9,stab,56405,Даша с нами
10,stab,57317,Прицепной Вагон
11,unst,58077,Команда Бората Сагдиева
12,unst,58380,Олег с мышами
13,stab,58672,WarSowiak
14,stab,59269,Mad Dog
15,tech,62709,Есть желающие
16,stab,63220,Бесславные краснолюдки
17,creat,64515,"Берлин, Берлин"
18,stab,64516,Маленький запретный плот
19,stab,64517,Очень много людей в сердце деревни
