,type,team_id,current_name
0,creat,239,Брейнозавры
1,tech,767,Томатный сок
2,tech,2611,МГ-9
3,creat,2876,Кедр
4,tech,3168,Физматрица
5,tech,4631,Animals
6,tech,4967,Инсайт
7,tech,5093,ПЛП
8,tech,5591,КЕБиК
9,unst,27380,Untitled
10,stab,28154,X-Com
11,tech,37671,Wasabi
12,stab,39476,Чайники
13,stab,39477,Чёрный квадрат
14,tech,40026,ЛУК
15,tech,40173,Самая умная команда интеллектуалов
16,tech,42167,Шесть пик
17,tech,42375,Venceremos
18,stab,46722,Бездна
19,stab,47228,Челюсть питекантропа
20,tech,48123,CeS
21,stab,48124,Hangover
22,stab,48498,"36,6"
23,creat,48780,Потенциал бездействия
24,stab,50297,Лунный свет
25,tech,50684,Е27
26,stab,53341,Парадные ватники
27,stab,59491,Запах напалма
28,tech,60846,Иван Андреевич Загривин уходит во вторник
29,stab,60847,Разума.net
30,stab,60848,Deus Vult
