,type,team_id,current_name
0,creat,2673,Британские учёные
1,stab,2702,Прометей
2,tech,3269,Всё дело в перце
3,stab,3930,Версий.net
4,tech,4109,Первая сборная
5,tech,4228,Выпь
6,unst,4705,9 Вал
7,tech,5384,Альтернатива
8,tech,5668,Радиан+
9,tech,6278,Блямбишь
10,creat,6887,Ты смешной!
11,tech,7556,Канделябр
12,stab,7710,Не забуду танковую школу
13,unst,26784,Мысли вслух
14,tech,26831,ЧУМ
15,creat,27075,По справедливости
16,unst,27094,Никогда не сдавай
17,tech,27313,Безумное чаепитие
18,stab,28159,Вкусно и хорошо
19,stab,28290,Друзья Азбуки
20,unst,28376,Сильмарилл
21,stab,28474,Сфинкс
22,stab,37492,Проект Церебро
23,creat,37506,Ю/Питер
24,stab,37558,Копыта
25,stab,37751,Веербро
26,stab,38008,Фройд
27,unst,38404,Любимая команда моей мамы
28,tech,39899,Чорный пластелин
29,creat,40092,Любовница Наполеона III
30,tech,40093,Рука гардеробщика
31,tech,40195,White and nerdy
32,creat,40227,Крылья
33,tech,40456,Volgograd United
34,stab,40873,Красноярский рабочий-2
35,stab,40881,Tesseract
36,stab,42023,Пельмешки
37,unst,42167,Шесть пик
38,stab,42487,Delete
39,tech,42538,Волшебные звёзды 7
40,tech,42591,"1,5 КГУ"
41,tech,42632,Копать
42,stab,42633,"Красиво, но бессмысленно"
43,tech,42696,Ласковый май
44,stab,42701,Эрозионная рытвина
45,stab,42722,Ум-до-дыр
46,creat,42832,КЧШЧ
47,stab,43588,Американский пирог 5
48,creat,43727,Православие и потанцуем
49,stab,43885,Сборная МИФИ
50,stab,44327,Остатки роскоши
