,type,team_id,current_name
0,tech,87,Форум
1,creat,110,Дежа вю
2,tech,239,Брейнозавры
3,stab,263,Вспомнить всё
4,tech,336,Чудо в перьях
5,tech,428,Чёрная дыра
6,creat,482,Нимлот
7,tech,575,Летающий цирк
8,tech,767,Томатный сок
9,creat,856,Каспиана
10,tech,883,7Х
11,tech,1087,Мамонты
12,tech,1211,Golden Medium
13,unst,1510,Шулер
14,tech,1551,VIP
15,stab,1752,5 елемент
16,stab,1799,Снова
17,tech,2040,Три Икса
18,unst,2115,Пси-фактор
19,tech,2598,Вкруже
20,creat,2909,Мистерия
21,tech,3213,Дикие бозоны Хиггса
22,tech,3988,Шёпот разума
23,tech,4228,Выпь
24,stab,4405,Доппельгангер-психопомп
25,tech,4631,Animals
26,tech,4851,Отнюдь
27,tech,4952,Бес капитанов
28,creat,4974,Фигвам
29,tech,4988,Ход конём
30,tech,5078,Устать за 60 секунд
31,unst,5170,Бриз-88
32,tech,5302,Полёт батискафа
33,tech,5350,ПИ
34,tech,5591,КЕБиК
35,tech,5681,Имени трамвайного билетика
36,tech,6462,Зачёт
37,tech,6481,Симулируем сарказм
38,unst,6488,Нелюди в белом
39,tech,6513,Terra Incognita
40,stab,6784,ДК им. Заратустры
41,creat,6790,Тёмный лес
42,stab,6964,ЗаПущинная наука
43,unst,7244,Утомлённые
44,tech,7567,ЁПРСТейка
45,unst,7710,Не забуду танковую школу
46,tech,7894,Мыс Li
47,unst,7931,Лимонад
48,tech,8015,Атараксия
49,stab,8148,6 LITroff
50,tech,8315,Дельтаплан
51,tech,8355,Сигма Омега Дельта
52,tech,8424,Виталия
53,unst,8446,Фардыбаки
54,tech,8614,Sirius B
55,tech,8723,Дети Эйлера
56,creat,8725,МиМ
57,tech,26706,Каскадёры
58,tech,26712,Саудовская Моравия
59,stab,26750,Palata NN
60,stab,27171,Белый шум
61,unst,27190,Эксгумация
62,stab,27380,Untitled
63,tech,27392,Сборная Бразилии
64,stab,27481,Фактор
65,stab,27656,Ереван-82
66,tech,28217,Выше плинтуса
67,tech,29790,Черкасское FIDO
68,tech,38046,Субъективная реальность
69,tech,38429,Вепри суицида
70,tech,38693,Аркашина каша
71,stab,38801,Легион
72,tech,39018,Вова и медведь
73,unst,39152,Лучше уж джуза
74,tech,39427,Из Ахтырки с любовью
75,tech,40026,ЛУК
76,tech,40030,Натори
77,tech,40034,Палеография
78,unst,40038,Прометей
79,tech,40952,Мальчики мадам Ивановой
80,tech,41047,Комочки в кефире
81,unst,41420,Скидельские бураки
82,stab,41492,Бедлам
83,tech,41748,Новая кварта
84,stab,41750,Случайное явление
85,unst,41816,Windows 95
86,tech,42098,Хрящик Пандоры
87,tech,42100,Резко континентальные
88,tech,42167,Шесть пик
89,unst,42252,Pokerface
90,tech,42364,Зенит
91,tech,42453,359
92,tech,42459,ВеЧерКом
93,stab,42469,X-Ray бросает пить
94,tech,42509,Альтаир
95,creat,42699,Фаза обратного развития
96,tech,42729,Пунктуальность
97,tech,42773,Вне подозрений
98,creat,42809,Полосатые в клеточку
99,tech,42995,Сенча Вакана
100,tech,43261,Аянчик просто открывался
101,tech,43266,Моя любимая команда
102,stab,43516,Понты Пилата
103,tech,43535,Разбойный эскадрон
104,tech,43945,Карниз досады
105,tech,43948,СК+
106,creat,44104,Альтаир
107,tech,44527,Баги Мёбиуса
108,stab,44533,Alterego
109,unst,44602,На характере
110,unst,44699,451F
111,tech,44834,Быстрый нейтрон
112,creat,45478,Сахар
113,unst,45493,Безграничная гладь кота
114,creat,45495,Винный Средний
115,creat,45521,Радио Маяк
116,tech,45551,Станочницы
117,stab,45560,Тропик Рака
118,tech,45648,NZT
119,tech,45774,Синергия
120,unst,45777,VIP
121,tech,45778,Ведро
122,tech,45779,Дед Мазай и зайки
123,tech,45807,Тайна перевала котика с боку на бок
124,tech,46014,Валькирия
125,tech,46022,Пятница
126,stab,46308,Операция Кружочек
127,tech,46312,Тоже вариант
128,tech,46369,Моя любимая команда
129,stab,46479,Сразу не могу
130,stab,46526,Пионеры
131,tech,46550,Ханаанский бальзам
132,tech,46568,Дикари
133,tech,46607,Борщ
134,stab,46903,Внучата Ильича
135,stab,46951,Демоны Максвелла
136,unst,46953,Molinos
137,tech,46978,Пикачу
138,unst,47006,Авесто
139,creat,47306,Quizofrenics
140,creat,48041,Эсквайры
141,unst,48095,Жадный лисёнок
142,tech,48123,CeS
143,tech,48124,Hangover
144,tech,48310,Грибоедов
145,unst,48361,Мы подумаем
146,tech,48455,Talk-n-text
147,tech,48502,Сучья
148,weak,48529,Наш выбор
149,tech,48636,Бредоносец Котейкин
150,stab,48728,11+
151,stab,48730,D4-A2
152,tech,48762,Но это не точно
153,tech,48871,Красные рассветы
154,tech,48883,Бернские Медведы
155,unst,48942,Пушные спесцы
156,tech,48985,Роза ветров
157,tech,49104,Алоэ
158,tech,49106,НДТ
159,tech,49303,Многогранник Полибия
160,unst,49340,Соль
161,tech,49454,ТМИ
162,stab,49597,Serious Sam
163,creat,49621,Доктор Лектор
164,tech,49700,Модель для сборки
165,stab,49706,Шестое чувство
166,stab,49740,Роза ветров
167,tech,49814,Леонардо
168,tech,49841,И отвага
169,tech,49928,Весёлые агностики
170,tech,49934,Список кораблей
171,tech,49945,МММ
172,tech,49998,Бермуды
173,tech,50056,Дети капитана Канта
174,tech,50163,Ничего не пони
175,tech,50174,Красный пуфик
176,tech,50225,Джон Сноу
177,weak,50310,Сапсан
178,tech,50436,Краболовы
179,unst,50516,Маникюр для
180,stab,50684,Е27
181,stab,50747,Это вам не это
182,weak,50752,Феечки
183,tech,50821,Собакусъел
184,tech,50823,Зайки мои
185,stab,50826,Команда Лексина
186,tech,50883,Вспомнить всё
187,tech,51058,Элара
188,tech,51059,Сибирская язва
189,stab,51076,Атлант расправил плечи
190,tech,51228,Ва-банк
191,tech,51253,Жмурки
192,unst,51259,Интегральный инсайт
193,tech,51276,Жжёный хлебушек
194,tech,51400,Онлайн
195,tech,51402,Альянс света
196,unst,51471,BBQ in the Park
197,tech,51600,Лидсингер дома и в гостях
198,tech,51630,Белые воротнички
199,tech,51654,РЛМ
200,tech,51680,Синдикат злых оборотней
201,stab,51716,Единая империя
202,unst,51739,Зоопарк
203,tech,51774,Горе от ума
204,stab,51775,Дольче вита
205,tech,51861,Ерундиты
206,tech,51955,ФТШ - секта карандаша
207,tech,52023,Что-то там с вешалкой
208,tech,52134,ПДЖ
209,tech,52136,Михаил Шевцов
210,stab,52260,Полуостров Получеловек
211,stab,52273,Шах и мат
212,tech,52275,Предпоследние
213,stab,52313,Еврей и 5 коварных змей
214,weak,52316,Тайфун Виктория
215,stab,52327,Северный рывок
216,tech,52396,Британские учёные
217,tech,52397,Индиго
218,stab,52461,К1
219,creat,52628,Квинтэссенция
220,tech,52662,Чуть выше плинтуса
221,tech,52999,Сборная солянка
222,unst,53022,Солянка
223,tech,53029,А кто крайний?
224,tech,53063,Сергиев Посад
225,stab,53200,Выборгские антресоли
226,stab,53201,Афина Паллада
227,stab,53304,Колгород
228,tech,53341,Парадные ватники
229,weak,53344,Тихуана
230,tech,53363,Слон учёный
231,tech,53417,Фернанотехнологии
232,tech,53456,Социон
233,weak,53651,СФ НИКИЭТ
234,tech,53700,Хитрый иттрий
235,creat,53707,Мы не знаем
236,tech,53718,"3,5 идеи"
