,type,team_id,current_name
0,creat,408,Логос-Альфа
1,tech,8632,Феникс
2,tech,27766,Дурь
3,stab,45778,Ведро
4,tech,45779,Дед Мазай и зайки
5,unst,48518,Сова
6,tech,49135,Марафон
7,tech,49756,Белоснежка и 7 перцев
8,tech,49972,Буй
9,tech,50435,Эйяфьядлайёкудль
10,stab,50436,Краболовы
11,creat,51400,Фафхрд и Кастаньеда
12,tech,51774,Горе от ума
13,tech,51872,Poker Face
14,tech,52134,ПДЖ
15,stab,52136,Михаил Шевцов
16,tech,53990,НИИстовые
17,tech,54548,Барт Вейдер
18,tech,55474,Кубик Нубика
19,tech,55621,Банда Лавуазье
20,stab,55622,Шевелюра Нагиева
21,tech,57580,ТЭБИ
22,tech,57864,Зойка-пересмешница
23,stab,58054,Дядя Миша
24,unst,58208,Тигров нет
25,unst,58209,ХЗ
26,creat,58426,Фенер
27,tech,58745,Карпы Diem
28,tech,59784,"Дорогая, наш сын — венгр!"
29,stab,59785,Ez katka
30,creat,61496,Клюевы дети
31,tech,62078,Скинь Кеды
32,stab,62638,NHK
33,stab,63215,Денис
34,stab,63442,Dream Team
35,stab,63931,Ментальная связь
36,tech,63932,7 футов под килтом
37,tech,63933,Вывих мозга
38,tech,63934,Бирюков и партнёры
39,stab,63954,БурTeam
40,stab,63955,Чёрная жемчужина
41,tech,63956,Акашагарбха
42,creat,63957,Легенда
43,weak,63958,Умники
44,stab,63959,Фартуна
45,stab,63960,ФилоСовы
46,weak,63961,Шторм
47,stab,63963,На интеллекте
