,type,team_id,current_name
0,tech,88,Хатни Бусел
1,tech,175,Транссфера
2,tech,336,Чудо в перьях
3,tech,728,КН
4,tech,1375,New-реанимация
5,tech,1966,Веретено
6,tech,2040,Три Икса
7,unst,2065,Сирин
8,unst,2865,Немчиновка
9,tech,3586,Noname
10,tech,4032,X-promt
11,stab,4622,Спонсора.net
12,tech,4822,Беспредел
13,tech,4952,Бес капитанов
14,tech,4988,Ход конём
15,tech,5517,Non-Sense
16,tech,5681,Имени трамвайного билетика
17,tech,6044,Emporterus
18,tech,6432,Зима далеко!
19,tech,6790,Тёмный лес
20,tech,7864,Одушевлённые аэросани
21,unst,7931,Лимонад
22,tech,8288,Друзья Парамонова
23,tech,26936,Непотерянное поколение
24,tech,27171,Белый шум
25,tech,27269,Анабасис без вектора
26,unst,27465,Homo Ludens
27,tech,27684,Brain Art
28,tech,37797,Эрудит
29,tech,38064,Памяти Пауля
30,tech,38429,Поглотитель мамаш-4. Барабулька
31,tech,38791,Anfield
32,unst,38910,Импульс
33,tech,38911,Йоулупукки
34,creat,38993,V for Vinishko
35,creat,39018,Вова и медведь
36,tech,40456,Volgograd United
37,tech,41492,Бедлам
38,tech,42100,Резко континентальные
39,unst,42558,Savage
40,stab,42645,НТЦ
41,unst,42997,Друзья парадоксов
42,tech,43085,43
43,tech,43300,Мамонтлошечка
44,stab,43400,Квартет ГЭ
45,tech,43948,СК+
46,tech,44079,Команда
47,creat,44212,Зелёный индийский
48,tech,45321,Как-то так
49,tech,45470,МГТУ - Лёлик-Эболик
50,tech,45560,Тропик Рака
51,tech,45996,Эвфемизмы
52,unst,45997,MC
53,unst,46356,Jus Naturale
54,tech,46512,Два слова на одну букву
55,tech,46627,Починяем примус
56,tech,47228,Челюсть питекантропа
57,unst,47297,МГТУ - Микст
58,tech,48113,Маяк
59,tech,48697,Весёлые медузы
60,tech,48762,Но это не точно
61,tech,48871,Красные рассветы
62,tech,48913,Я вхожу на синхроны без стука
63,tech,48942,Пушные спесцы
64,tech,48997,Уэллс Фарго
65,unst,49225,Ничоси
66,unst,49389,Медный KappaRoss
67,tech,49682,Силовой элемент бампера
68,stab,49706,Шестое чувство
69,unst,49758,Мимино
70,tech,49804,Борский корабел
71,unst,49814,Леонардо
72,tech,49964,Bear in mind
73,creat,50088,White eagles
74,tech,50163,Полуслонёнок
75,tech,50436,Краболовы
76,unst,50794,Сборная имени Чапаева
77,tech,50821,Собакусъел
78,tech,50934,50934
79,tech,51228,Ва-банк
80,tech,51249,Два пальца в нёбо
81,tech,51253,Жмурки
82,tech,51276,Жжёный хлебушек
83,tech,51347,Нейтрончики
84,tech,51508,Кузнецы счастья
85,tech,51630,Белые воротнички
86,unst,51641,Согласно Плутарху
87,unst,51654,РЛМ
88,tech,51716,Единая империя
89,tech,52275,Предпоследние
90,tech,52675,И пусть никто не уйдёт обиженный
91,tech,52999,Сборная солянка
92,creat,53097,Беспорядочные интеллектуальные связи
93,unst,53417,Фернанотехнологии
94,tech,53877,Бешеная ладья
95,unst,53904,White Eaglets
96,tech,53990,НИИстовые
97,tech,54470,Иллюминаты
98,tech,54476,Теория чистых ожиданий
99,unst,54558,Трамонтана
100,tech,54613,Зненацька
101,creat,54715,Skyfall
102,stab,54716,Коллективный разум
103,stab,54718,Тяжёлый случай
104,creat,54720,Матфактор
105,unst,54875,Чурка и филолог
106,unst,54884,Лама
107,tech,54889,Аннигиляция
108,tech,55015,Lorem Ipsum
109,stab,55171,Меический Вей
110,tech,55219,Бобры
111,tech,55336,Zzyzx Rd.
112,tech,55355,Книга лучше
113,tech,55527,Купить укулеле
114,tech,55867,Уд ежа
115,creat,56327,Бескомпромиссный подпольный эксперт
116,creat,56563,Сборная независимых воинов
117,tech,56625,Каподастр
118,unst,56807,Alter ego
119,tech,56867,18+
120,tech,56915,Вжух
121,creat,57278,Эмпатий Коловрат
122,creat,57351,Вне зачёта
123,stab,57352,ТТТ
124,tech,57388,Soviet Retards
